user_reponame,1st_el,2nd_el,3rd_el,h1_ct,h2_ct,h3_ct,toc,images,alt_text_ct,code_blocks,internal_links,external_links,live_link,watchers,contributors,rank,type,type2,word_count,forks,stars,topics,about_text,seo_title,meta_desc,title_text,intro_len,good_intro,primary_lang,yr,mo,wk,has_blog
rjmacarthy/express-typescript-starter,h1,p,h1,5,0,0,0,0,0,8,0,0,0,6,2,1,example,project,248,49,196,5,An Express.js project implemented using Typescript with strongly typed objects.,-,-,Typescript and Express.js,0,0,TypeScript,3,0,0,0
Robinfr/electron-react-typescript,h1,h3,p,1,6,0,0,6,6,6,0,9,0,12,1,3,template,project,301,85,429,5,"Electron boilerplate with React, Redux, and TypeScript",-,-,electron-react-typescript,119,1,TypeScript,9,0,0,0
RodrigoBertotti/api-example-firebase-admin-nodejs,h1,p,p,1,9,11,0,0,0,11,2,4,0,1,1,3,example,project,1177,9,36,15,"A Node.js REST API example that uses Firebase Admin, built with Express and Typescript that can be used as template for the creation of new servers.",-,-,Firebase Admin NodeJS API Example,148,1,TypeScript,2,0,0,0
RonWaller/vite-vanilla-project-starter,h1,p,li,1,5,0,1,3,3,4,0,0,0,1,1,1,template,project,244,4,19,4,Vanilla Javascript boilerplate project using Vite,-,-,Vite Vanilla Project Builder,208,1,JavaScript,4,0,0,0
rootstrap/node-ts-api-base,h1,p,h2,1,11,4,0,0,0,6,2,18,1,9,15,2,template,project,901,24,111,5,REST API boilerplate made with Express + NodeJS,-,-,Node-TS-Api-Base,101,1,TypeScript,4,0,0,1
rroylance/phaser-ce-npm-webpack-typescript-starter-project,h1,h4,h5,3,18,2,0,7,0,1,2,13,1,30,11,1,template,project,2467,68,433,17,"Project to get you started with your Phaser-CE (using the npm module) game using Typescript and Webpack for building! No hassle asset management, Google Web Font loader, live server, development vs distribution build pipeline, Electron packaging for desktop builds, and more...",-,-,"Phaser-CE NPM Webpack TypeScript Starter Project (catchy name, isn't it?)",0,0,JavaScript,6,0,0,0
rubenrua/GstreamerCodeSnippets,h1,h2,p,1,2,18,0,0,0,0,0,35,0,11,5,1,educational,code,309,45,137,1,"Gstreamer Code Snippets in C, Python and Shell (gst-launch).",-,-,GstreamerCodeSnippets,0,0,Python,3,0,0,0
rvanasa/vite-react-motoko,h1,p,p,1,4,0,0,0,0,1,0,22,1,1,4,1,template,project,326,32,57,19,Starter project for Vite + React + TypeScript + Motoko,-,-,Vite + React + Motoko,108,1,TypeScript,0,2,0,0
rzgry/Express-REST-API-Template,h1,p,h2,1,1,5,0,1,1,5,0,5,0,2,3,1,template,project,77,33,66,11,Minimal starter project for a Node.js RESTful API based off express generator,-,-,Express-REST-API-Template,179,1,JavaScript,4,0,0,0
sahat/hackathon-starter,h1,p,p,2,22,18,1,27,0,64,5,109,0,728,211,1,template,project,11363,8183,35222,6,A boilerplate for Node.js web applications,sahat/hackathon-starter: A boilerplate for Node.js ...,"Create JAVASCRIPT/REST credentials. Copy and paste the API key into the .env file as HERE_API_KEY, or set it up as an environment variable. Set up Trusted ...",Hackathon Starter,0,0,JavaScript,0,0,1,0
Sairyss/backend-best-practices,h1,p,li,2,20,15,1,0,0,0,9,185,0,33,3,3,example,resources,6652,178,2254,13,"Best practices, tools and guidelines for backend development. Code examples in TypeScript + NodeJS",-,-,Backend best practices,0,0,Markdown,2,0,0,0
Sairyss/fullstack-starter-template,h1,p,li,1,4,3,0,0,0,0,0,25,0,3,1,1,template,project,342,71,320,18,"Template for full stack applications based on TypeScript, React, Vite, ChakraUI, tRPC, Fastify, Prisma, zod, etc.",-,-,Full stack starter template,0,0,TypeScript,3,0,0,0
saisilinus/node-express-mongoose-typescript-boilerplate,h1,p,h2,1,20,3,1,0,0,28,2,43,0,13,5,3,template,project,1954,105,372,12,"A boilerplate for making production-ready RESTful APIs using Node.js, TypeScript, Express, and Mongoose",-,-,RESTful API Node Typescript Server Boilerplate,381,1,TypeScript,1,0,0,0
sande265/node-typescript-starter,h1,p,li,1,7,0,0,5,5,6,0,2,0,1,1,2,template,project,258,1,5,14,"A template to get you started with TypeScript, Node.JS & Express with MongoDB as the backend for the REST API.",sande265/node-typescript-starter: A template to get you ...,"A template to get you started with TypeScript, Node.JS & Express with MongoDB as the backend for the REST API. - sande265/node-typescript-starter.",Don't forget give me a star if you like it 😅😅 😊😊,0,0,TypeScript,4,0,0,0
Sean-Bradley/Seans-TypeScript-NodeJS-CRUD-REST-API-Boilerplate,h2,blockquote,h3,3,7,9,1,16,9,3,0,30,0,9,1,1,template,project,496,129,178,0,A minimal and easy to follow example of what you need to create a CRUD style API in NodeJs using TypeScript,-,-,Seans-TypeScript-NodeJS-CRUD-REST-API-Boilerplate,0,0,TypeScript,3,0,0,1
sebastiendan/nestjs-api-gateway,h1,h2,p,1,1,0,0,0,0,0,0,0,0,4,0,1,example,project,26,21,71,0,"⚡️NestJS API Gateway recipe with JWT authentication, multi-node Web Sockets messaging and microservice example",-,-,NestJS API Gateway,133,1,TypeScript,7,0,0,0
SegoCode/Express-api-boilerplate,h1,img,p,1,3,0,0,1,1,3,0,1,0,1,1,2,template,project,117,0,0,0,"My custom template project for building scalable, customizable, and secure RESTful APIs and microservices production-ready deployment with PM2.",SegoCode/Express-api-boilerplate,"Features · Easy editable clean architecture highly scalable · Customizable logs with file rotation and error trace or pm2 standard · No transpilers, just ...",Express api boilerplate,108,1,JavaScript,4,0,0,0
Sergi0Martin/SimpleSnippets,h1,h2,li,1,3,0,0,0,0,3,0,1,1,1,1,1,educational,code,132,0,0,4,C# simple code snippets,Sergi0Martin/SimpleSnippets: C# simple code snippets,"Open Visual Studio. Navigate to Tools > Extensions and Updates. Search Online for ""Simple Snippets"". Select the ""Simple Snippets"" extension and click ...",C# simple code snippests,0,0,C#,3,0,0,0
shanhuiyang/TypeScript-MERN-Starter,h1,p,table,1,7,33,1,15,15,29,22,84,0,12,30,1,template,project,7539,87,384,20,Build a real fullstack app (backend+website+mobile) in 100% Typescript,-,-,TypeScript MERN Starter,0,0,TypeScript,4,0,0,0
shannonturner/python-lessons,h2,p,h2,0,2,0,0,0,0,0,1,1,1,92,1,1,educational,code,774,214,497,3,Exercises and code snippets to share with my students,-,-,-,0,0,Python,8,0,0,1
ShawnShiSS/aspnetcore-api-serilog,h1,p,h1,5,0,0,0,0,0,0,1,0,0,2,1,1,example,project,213,2,3,4,Asp.Net Core API architecture starter project - Serilog,-,-,ASP.NET Core API - Serilog,0,0,C#,6,0,0,2
shubh1608/Jupyter-Notebook-Template,h1,p,h2,1,2,6,0,0,0,0,0,18,0,1,1,1,example,template,293,7,8,10,Jupyter Notebook Templates for quick prototyping of machine learning solutions,shubh1608/Jupyter-Notebook-Template,Notebook Templates for quick prototyping of Machine Learning solutions. What's in the project? STEP 1️⃣: Data Exploration STEP 2️⃣: Feature Engineering,📔 Jupyter-Notebook-Template,0,0,Jupyter Notebook,5,0,0,0
sidhantpanda/docker-express-typescript-boilerplate,h1,p,p,1,6,4,0,0,0,9,7,1,0,5,4,2,template,project,722,92,313,10,A dockerized TypeScript-Express App boilerplate with MongoDB and Github Actions,-,-,Express TypeScript Boilerplate with ChatGPT reviews,270,1,TypeScript,2,0,0,1
singhpradip/JWT-Authentication-API-with-Node.js-and-Express,h1,p,li,6,8,13,0,0,0,0,0,0,0,1,1,1,example,project,1352,1,13,13,"The API allows users to sign up, verify email through OTP, resend OTP,  log in, change password, forgot password and show user Info securely. This repository provides a comprehensive solution for building secure authentication APIs using JWT, bcrypt and JOI in Node.js with Express.",singhpradip/JWT-Authentication-API-with-Node.js-and- ...,I created this project from scratch to provide a comprehensive solution for building secure authentication APIs using JSON Web Tokens (JWT) in Node.js with ...,Secure Authentication APIs with JSON Web Tokens (JWT) in Node.js,228,1,JavaScript,0,11,0,0
Sitecore/xmcloud-starter-dotnet,h1,p,h2,1,5,2,0,0,0,0,2,2,0,6,6,1,template,project,757,20,15,0,The official ASP.NET Core Starter kit for Sitecore XM Cloud,The official ASP.NET Core Starter kit for Sitecore XM Cloud,This repository contains the ASP.NET Core Starter Kit for Sitecore XM Cloud Development. It is intended to get developers up and running quickly.,XM Cloud ASP.NET Core Starter Kit,219,1,C#,0,5,0,1
skopekreep/typescript-node-express-realworld-example-app,h3,p,h3,0,4,2,0,1,1,0,0,5,0,0,2,1,example,project,367,38,148,3,Rewrite of JS-based node-express RealWorld backend app using Typescript.,skopekreep/typescript-node-express-realworld-example-app,"A fully fledged fullstack application built with Typescript Node including CRUD operations, authentication, routing, pagination, and more.",Demo    RealWorld,0,0,TypeScript,6,0,0,0
smithg09/nodejs-typescript-graphql-starter,h3,p,p,1,4,1,0,1,1,4,2,11,0,0,7,2,template,project,213,23,32,9,Nodejs-Typescript / Express / GraphQL / MongoDB API Boilerplate.,-,-,Nodejs-Typescript/GraphQL/Express/MongoDB Boilerplate,0,0,TypeScript,6,0,0,1
SoftwareAteliers/asp-net-core-vue-starter,h1,p,p,1,15,4,1,1,1,0,2,21,0,21,8,3,template,project,709,116,562,9,ASP.NET Core + Vue.js starter project,-,-,ASP.NET Core Vue Starter,257,1,Vue,4,0,0,0
sskender/nodejs-backend-starter,h1,p,h2,1,1,4,0,0,0,5,0,0,0,1,1,1,template,project,44,5,0,20,Starter kit for developing backend with Node.js,Starter kit for developing backend with Node.js,Starter kit for developing backend with Node.js. Contribute to sskender/nodejs-backend-starter development by creating an account on GitHub.,Starter kit for developing backend with Node.js,0,0,JavaScript,3,0,0,2
stackinflow/node-rest-api-starter,h1,img,p,1,10,3,1,4,1,7,4,9,1,4,6,3,template,project,692,11,33,9,"This repository is a template to avoid rewriting all the basic authentication code for REST API's built with Express.js, MongoDB.",-,-,Node.js REST API starter,129,1,JavaScript,5,0,0,0
stemmlerjs/simple-typescript-starter,h1,blockquote,h3,1,0,2,0,0,0,0,0,0,1,16,3,1,template,project,175,374,1000,2,The most basic TypeScript starter I could think of,stemmlerjs/simple-typescript-starter,"Starts the app in production by first building the project with npm run build , and then executing the compiled JavaScript at build/index.js . npm run build.",🧰 Simple TypeScript Starter | 2024,0,0,TypeScript,2,0,0,1
steve-lebleu/typeplate,p,p,h2,0,9,8,1,1,1,10,6,39,1,9,2,3,template,project,659,45,336,16,"REST API boilerplate with Typescript, Express.js, Typeorm and Mocha.",-,-,Features,0,0,TypeScript,1,0,0,1
superdev728/node-backend-starter,h1,h2,pre,1,1,1,0,0,0,2,0,0,0,1,1,1,template,project,11,0,4,0,-,superdev728/node-backend-starter,Node.js Express Backend Starter · Project setup · About · Releases · Packages 0 · Languages · Footer.,Node.js Express Backend Starter,0,0,JavaScript,3,0,0,0
t-makaro/nb_pdf_template,h1,p,p,1,6,3,0,1,1,6,1,0,0,4,1,2,example,project,570,24,139,7,A more accurate representation of jupyter notebooks when converting to pdfs.,-,-,An Authentic LaTeX Conversion Template for Jupyter Notebooks.,280,1,Python,0,9,0,0
Talento90/typescript-node,h1,p,p,1,2,1,0,0,0,0,0,11,0,4,2,1,template,project,184,78,367,5,📋 TypeScript and NodeJS project template.,-,-,typescript-node Build Status codecov Codacy Badge,215,1,TypeScript,5,0,0,1
teddygroves/bibat,h1,p,p,1,4,1,0,0,0,5,2,8,1,1,1,1,template,project,586,2,22,8,A batteries-included template for Bayesian data analysis projects,-,-,Bibat: Batteries-Included Bayesian Analysis Template,111,1,Jupyter Notebook,2,0,0,0
temporalio/samples-typescript,h1,li,li,1,4,8,1,0,0,9,53,28,0,12,53,2,example,project,1484,144,439,1,Samples for working with the Temporal TypeScript SDK,Samples for working with the Temporal TypeScript SDK,Each directory in this repo is a sample Temporal project built with the TypeScript SDK (see docs and API reference).,samples-typescript,0,0,TypeScript,0,0,2,1
tempse/sklearn-beginners-template,h1,p,p,1,6,0,0,0,0,0,3,11,0,0,1,2,example,project,350,5,9,8,Example of basic data analysis using machine learning in scikit-learn,-,-,Scikit-learn Beginner's Template,188,1,Jupyter Notebook,9,0,0,0
tericcabrel/node-restapi-starter,h1,p,h2,1,8,0,0,0,0,9,0,2,0,0,1,3,template,project,330,5,5,8,Starter project to build RESTful API with Node.js and Typescript,Starter project to build RESTful API with Node.js ...,"A starter project to build REST API in node.js with Typescript, Express Framework and MongoDB. Contents Features This features are available in this project.",Node REST API Starter,93,1,TypeScript,6,0,0,1
theiterators/ts-backend-template,h1,p,h2,1,2,0,0,0,0,0,0,0,0,2,1,1,template,project,77,0,0,0,Typescript REST API boilerplate,theiterators/ts-backend-template: Typescript REST API ...,"This is a simple Typescript REST API boilerplate featuring ts-rest, express, slonik and zod. Features. Typescript setup; Type-safe REST API following ...",TS BACKEND TEMPLATE,92,1,TypeScript,3,0,0,1
themetalfleece/nodejs-typescript-template,h4,h1,h2,1,7,3,0,0,0,3,0,4,0,1,5,3,template,project,475,30,75,3,"A template for a Node.js project using Typescript, ESLint, Prettier. It's Docker-ready. Everything is configured with the appropriate scripts and README. An MIT license is set.",themetalfleece/nodejs-typescript-template: A ...,"A template for a Node.js project using Typescript, ESLint, Prettier. It's Docker-ready. Everything is configured with the appropriate scripts and README.",-,0,0,JavaScript,0,0,1,0
thoughtbot/react-native-typescript-styles-example,h1,p,h2,1,3,3,0,4,4,3,0,2,1,3,5,1,example,project,156,25,129,1,A template react native project for ergonomic styling structure and patterns.,-,-,React Native TypeScript Styles Example,140,1,TypeScript,5,0,0,1
tmilox/typescript-api-boilerplate,h1,img,p,1,6,2,0,0,0,4,0,14,0,2,1,2,template,project,682,6,22,6,"A simple and modular RESTful API boilerplate written in Typescript using Express, MongoDB and PostgreSQL.",tmilox/typescript-api-boilerplate,A simple and modular RESTful API boilerplate written in Typescript using Express. The boilerplate is backed with a Mongodb and a PostgreSQL.,typescript-api-boilerplate,140,1,TypeScript,0,0,1,0
toantranmei/nodejs-api-starter,h1,p,p,1,4,4,0,1,1,3,2,27,0,6,1,1,template,project,403,52,127,15,A delightful way to building a Node.js RESTful API Services with beautiful code written in Vanilla Javascript,toantranmei/nodejs-api-starter: A delightful way to building ...,A delightful way to building a Node.js RESTful API Services with beautiful code written in Vanilla Javascript. Inspired by the awesome framework & other ...,Nodejs API Boilerplate,0,0,JavaScript,5,0,0,0
Tobe01/node-express-rest-api-starter,h1,p,h2,1,7,0,0,0,0,7,0,3,1,0,1,2,template,project,273,0,0,0,-,Tobe01/node-express-rest-api-starter,"A beginner-friendly REST API built with Node.js and Express. It includes basic routes for fetching, adding, and deleting tasks.",Simple Node.js and Express REST API,127,1,JavaScript,0,7,0,2
TommyStarK/typescript-api-boilerplate,h1,p,p,1,6,2,0,0,0,4,1,11,0,2,1,3,template,project,682,6,22,6,"A simple and modular RESTful API boilerplate written in Typescript using Express, MongoDB and PostgreSQL.",TommyStarK/typescript-api-boilerplate,A simple and modular RESTful API boilerplate written in Typescript using Express. The boilerplate is backed with a Mongodb and a PostgreSQL.,typescript-api-boilerplate,140,1,TypeScript,0,0,1,0
Tony133/fastify-api-boilerplate-jwt,h1,p,h2,1,5,0,0,1,0,9,1,0,0,2,4,3,template,project,122,84,583,17,An API Boilerplate to create a ready-to-use REST API in seconds with Fastify + Kysely and JWT Authentication,-,-,FastifyApiBoilerplateJWT,108,1,TypeScript,0,0,1,0
topcoderinc/Topcoder-StarterPack_Node-Backend,h1,li,li,1,15,0,0,6,0,5,0,14,0,9,4,2,example,project,1152,22,16,0,Topcoder development on the NodeJS build pack is taking place here :-),-,-,[IBP ] Node / Heroku buildpack backend for Mailgun service,0,0,JavaScript,10,0,0,1
TrimAgency/node-api-template,h1,p,p,1,6,4,0,1,1,6,0,13,0,1,2,2,template,project,540,0,0,0,Express template for new API back-end projects,TrimAgency/node-api-template,Express template for new API back-end projects. Contribute to TrimAgency/node-api-template development by creating an account on GitHub.,Node API Template / Botkit starter,0,0,TypeScript,8,0,0,1
tsukhu/nxplorerjs-microservice-starter,h1,img,p,2,10,17,1,18,18,38,8,13,0,13,3,1,template,project,3626,62,235,20,"Node JS , Typescript , Express based reactive microservice starter project for REST and GraphQL APIs",-,-,nxplorerjs-microservice-starter,498,1,TypeScript,6,0,0,0
typescriptstarter/ts-backend-starter-app,h1,h2,p,1,6,2,0,0,0,3,0,0,0,1,2,1,template,project,490,5,3,14,Template backend typescript app with best practices,typescriptstarter/ts-backend-starter-app: Template ...,Typescript API Server · Installation. To download and install dependencies run npm install · Running. To run the API server run npm start · Testing. To run tests ...,Typescript API Server,0,0,TypeScript,2,0,0,0
udacity/cd0292-building-a-server-project-starter,h1,p,p,1,4,0,0,0,0,0,2,2,0,4,3,1,example,project,914,63,14,0,Final Project for Backend Development with Node.js created by Rachel Manning,-,-,Image Processing API,513,1,Markdown,5,0,0,1
USRSE/jupyter-notebook-templates,h1,p,-,1,0,0,0,0,0,0,0,0,0,7,1,1,template,project,12,2,1,0,Notebook templates for submission to US-RSE hosted calls for submissions.,USRSE/jupyter-notebook-templates,Notebook templates for submission to US-RSE hosted calls for submissions. - USRSE/jupyter-notebook-templates.,notebook-templates,0,0,Markdown,3,0,0,1
UTSAVS26/PySnippets,h1,p,table,1,9,7,1,4,4,9,2,7,0,1,45,3,educational,project,1074,69,39,11,Collection of reusable Python code snippets for all.,Collection of reusable Python code snippets for all.,A Python package that offers a collection of reusable code snippets designed to solve common programming challenges and perform everyday tasks.,PySnippets - A Python Package for Reusable Code Snippets,452,1,Python,1,0,0,0
UW-Macrostrat/node-api-template,h1,p,h3,1,0,10,0,0,0,3,0,5,0,4,3,2,template,project,332,11,12,0,"A mildly opinionated, RESTish API template",UW-Macrostrat/node-api-template,"Designed to minimally abstract database logic, this template scaffolds common API design decisions and allows you to quickly distribute your data in common ...",node-api-template,0,0,JavaScript,8,0,0,1
valentinchelle/nodejs-rest-api-boilerplate,h3,p,h1,8,12,2,0,0,0,7,0,9,0,3,2,3,template,project,1782,13,27,5,"A NodeJs boilerplate that implements Google, Facebook and classic Authentication following the best practices. Clear endpoints, easy to use, perfect to start a project quickly.  Provides an example front end in ReactJS.",valentinchelle/nodejs-rest-api-boilerplate,"A boilerplate for NodeJs Rest Api. Implements a clean structure, with the best practices for authentication, including OAuth for Google Login and Facebook ...",NodeJs Api Boilerplate,0,0,JavaScript,4,0,0,0
velopert/nodejs-jwt-example,h1,p,p,1,3,5,0,0,0,5,0,3,0,5,1,2,example,project,223,28,69,0,sample implementation of an authentication system that uses JSON Web Token to manage users' login data in Node.js web server.,velopert/nodejs-jwt-example,This project is a sample implementation of an authentication system that uses JSON Web Token to manage users' login data in Node.js web server.,NODEJS-JWT-EXAMPLE,143,1,JavaScript,0,0,0,1
VictorLCosta/express-api-typescript-example,-,-,-,0,0,0,0,0,0,0,0,0,0,0,1,1,example,project,0,0,1,4,"Simple API project with the purpose of learning and reinforcing good security, performance and architecture practices.",VictorLCosta/express-api-typescript-example,"Simple API project with the purpose of learning and reinforcing good security, performance and architecture practices.",-,0,0,Markdown,0,5,0,0
virgil-av/nodejs-express-mongoose-typescript-docker-api-example,h1,p,h2,1,1,3,0,0,0,0,0,3,0,0,1,1,example,project,216,4,13,0,"An example app built with NodeJS, Express Mongoose Typescript and deployed with Docker",-,-,"NodeJS App written in Typescript, using Express and MongoDB, deployed via Docker",106,1,TypeScript,4,0,0,0
Vishwas1/express-prod-boilerplate,h2,p,h3,0,4,2,0,0,0,6,0,18,0,0,1,2,template,project,523,11,26,10,Node express API production ready boilerplate. ,Vishwas1/express-prod-boilerplate: Node express API ...,"Express API boilerplate for production. When building REST APIs using node express, it is very easy to get confused as there are so many packages/tools ...",Express API boilerplate for production,623,1,TypeScript,5,0,0,0
vizzuhq/ipyvizzu-story,p,h1,h2,1,9,0,0,2,2,2,0,35,1,7,8,3,example,project,463,28,337,9,"Build, present and share animated data stories in Jupyter Notebook and similar environments.",-,-,ipyvizzu-story,0,0,Jupyter Notebook,1,0,0,1
vonj/snippets.org,h1,p,p,1,0,0,0,0,0,0,0,0,0,8,1,1,educational,code,67,44,114,3,The SNIPPETS C and C++ Source Code Archives,-,-,snippets,157,1,Markdown,11,0,0,0
vs4vijay/typescript-express-template,h1,p,p,1,5,2,0,0,0,2,0,7,0,1,2,1,template,project,376,1,8,16,"A Microservice Template in NodeJS, TypeScript, and Express",vs4vijay/typescript-express-template: A Microservice ...,"A microservice template in NodeJS, TypeScript, and Express. Express + Routing-Controllers + TypeScript + TypeORM + TypeDI",typescript-express-template,121,1,TypeScript,4,0,0,0
vyancharuk/nodejs-api-boilerplate,h1,h2,p,2,5,9,0,3,3,2,2,4,0,3,1,2,template,project,992,18,159,12,"🛠️ A production-ready LLM-Powered Node.js & TypeScript REST API template, with a focus on Clean Architecture",vyancharuk/nodejs-api-boilerplate: 🛠️ A production-ready ...,This project is a simple Node.js boilerplate using TypeScript and Docker. It demonstrates vertical slicing architecture for a REST API.,🛠️ LLM-Powered Node.js CRUD API template,185,1,TypeScript,0,1,0,0
w3cj/express-api-starter-ts,h1,p,p,1,4,0,0,0,0,5,0,9,0,3,2,1,template,project,183,141,507,0,A basic starter for an express.js API with Typescript,w3cj/express-api-starter-ts: A basic ...,Express API Starter with Typescript. A JavaScript Express v5 starter template with sensible defaults. How to use this template: pnpm dlx create-express-api@ ...,Express API Starter with Typescript,0,0,TypeScript,0,5,0,1
w3tecch/express-graphql-typescript-boilerplate,h1,p,p,1,7,12,0,0,0,2,2,13,0,4,3,2,template,project,1371,73,181,13,A starter kit for building amazing GraphQL API's with TypeScript and express by @w3tecch,-,-,express-graphql-typescript-boilerplate,93,1,TypeScript,8,0,0,0
w3tecch/express-typescript-boilerplate,h1,p,p,1,15,30,1,1,1,23,1,52,0,61,19,3,template,project,2453,917,3400,19,A delightful way to building a RESTful API with NodeJs & TypeScript by @w3tecch,w3tecch/express-typescript-boilerplate,A delightful way to building a Node.js RESTful API Services with beautiful code written in TypeScript. Inspired by the awesome framework laravel in PHP.,Express Typescript Boilerplate,189,1,TypeScript,5,0,0,0
watscho/express-mongodb-rest-api-boilerplate,h1,h2,li,1,3,8,0,0,0,8,2,8,0,10,1,2,template,project,1340,89,654,19,"A boilerplate for Node.js apps / Rest API / Authentication from scratch - express, mongodb (mongoose). Typescript",-,-,express-mongodb-rest-api-typescript-boilerplate,0,0,TypeScript,3,0,0,0
wms2537/nodejs-jwt-auth,h1,p,p,1,2,25,0,0,0,20,5,2,0,1,2,1,example,project,939,10,25,0,A REST API jwt authentication backend using nodejs and express.,A REST API jwt authentication backend using nodejs and ...,A REST API jwt authentication backend using nodejs and express. This code uses mongoDB as a database. Docker is supported.,Nodejs REST API JWT Authentication Backend Build Status,122,1,JavaScript,4,0,0,0
worldbank/template,h1,p,p,1,4,2,0,0,0,22,14,49,1,25,6,1,template,project,2668,69,46,7,🎩  Project Template ,worldbank/template: 🎩 Project Template,"The template is a standardized, but flexible project and documentation structure of folders and files for sharing your data science work.",Project Template,137,1,Jupyter Notebook,2,0,0,1
xddq/nodejs-typescript-modern-starter,h1,p,h2,1,6,2,1,0,0,0,1,15,0,2,2,2,template,project,1336,22,147,0,Minimal and modern starter template to develop a Node.js project leveraging Typescript,xddq/nodejs-typescript-modern-starter,Minimal and modern starter template to develop a Node.js project leveraging Typescript - xddq/nodejs-typescript-modern-starter.,Node.js Typescript Modern Starter,207,1,TypeScript,0,0,1,0
xtreamsrl/jupytemplate,h1,p,p,2,4,0,0,4,3,6,0,9,1,2,5,3,template,project,511,37,147,5,Templates for jupyter notebooks,xtreamsrl/jupytemplate: Templates for jupyter notebooks,A simple template for jupyter notebooks. The extension sets up any new Jupyter Notebook with a conventional and general-purpose template to shape Data Science ...,Jupyter template,169,1,Jupyter Notebook,5,0,0,1
xxx87/node-api-template,h1,h4,pre,1,0,0,0,0,0,1,0,0,0,1,1,1,template,project,100,0,0,0,Template for API on NodeJS,xxx87/node-api-template: Template for API on NodeJS,Template for API on NodeJS. Run project: $ clone https://github.com/xxx87/node-api-template.git $ cd ./node-api-template $ npm install $ npm start or $ npm run ...,Template for API on NodeJS,0,0,JavaScript,6,0,0,0
yandeu/phaser-project-template,h1,h4,p,1,13,4,0,6,5,3,17,24,0,15,1,1,template,project,713,81,425,7,🕹️ Phaser 3 - Starter Template with TypeScript and webpack.,-,-,Phaser 3 TypeScript Starter Template,0,0,TypeScript,3,0,0,0
Yasir-Rafique/rest-api-starter,h2,p,p,0,7,0,0,0,0,6,0,1,0,0,1,1,template,project,390,0,1,0,"Production-ready REST API Starter built with Node.js, Express, JWT Auth & MongoDB (Mongoose). Secure, modular, and open source. Kickstart your backend project with best practices built-in!",Yasir-Rafique/rest-api-starter,"A modern, beginner-friendly REST API boilerplate for Node.js. Features user authentication with JWT, modular project structure, clean code, and MongoDB ...",REST API Starter,0,0,JavaScript,0,7,0,0
yeasin2002/react-ts-starter,h1,p,p,1,11,18,0,0,0,21,1,6,0,1,3,3,template,project,1282,21,103,6,A production-ready full-stack starter template combining React 19 with TypeScript on the frontend and Nitro for the backend API. Built with Vite for blazing-fast development and optimized builds.,-,-,React + TypeScript + Nitro Full-Stack Starter,195,1,TypeScript,0,1,0,0
yining1023/node-express-api-boilerplate,h2,p,li,0,1,5,1,1,0,11,0,10,0,1,1,1,template,project,1285,0,2,0,-,yining1023/node-express-api-boilerplate,"This is boilerplate code for setting up a simple node.js RESTful API app using: the express.js framework, a MongoDb database (with the help of Mongoose), ...",Node.js / Express.js / MongoDb (+Mongoose) Boilerplate,253,1,JavaScript,10,0,0,1
yonathan06/fastify-typescript-starter,h1,p,pre,1,4,0,0,0,0,3,0,1,0,3,3,2,template,project,168,25,164,0,Node.js starter using Fastify & TypeScript,-,-,Node.js starter using Fastify & TypeScript,0,0,TypeScript,0,2,0,0
YounesseElkars/Express-Prisma-TypeScript,h1,h2,p,1,7,0,0,0,0,5,0,1,0,2,2,3,template,project,219,7,29,6,"🌐 Express RESTful API with TypeScript and Prisma , managing both authentication and CRUD operations.",Express Backend API With Prisma and TypeScript,"An Express-based RESTful API with TypeScript and Prisma , managing both authentication and CRUD operations. Features. MVC Pattern; Prima as ORM; Seed Script",Express Backend API With Prisma and TypeScript,0,0,TypeScript,2,0,0,0
youssefbennour/AspNetCore.Starter,h1,p,p,1,9,12,0,0,0,7,2,4,0,3,2,3,template,project,542,13,115,13,A modular-monolith ASP.NET Core starter inspired by Evolutionary-architecture,youssefbennour/AspNetCore.Starter: A modular-monolith ...,"A production-ready starter template for building modular monolith applications using .NET 9.0, implementing the Backend-For-Frontend (BFF) pattern with ...",.NET Modular Monolith Starter,176,1,C#,1,0,0,0
zestgeek/Auth-using-Vuejs-express-jwt-nodejs,h1,blockquote,h2,1,1,0,0,0,0,1,0,2,0,6,1,1,example,project,92,6,19,14,"Login and signup form and authentication using Vue.js, express, mongodb, JWT and  bootstrap-vue",-,-,Auth Ui-VUEjs,0,0,JavaScript,1,0,0,1
zmts/supra-api-nodejs,h1,p,p,1,3,9,0,0,0,5,0,3,0,18,1,2,template,project,435,93,347,16,❤️ Node.js REST API boilerplate. Old but still good for references,-,-,Node.js API boilerplate,0,0,JavaScript,5,0,0,0
